seed,hypothesis,treatment,control,difference
992001,B1_delayed_priming_sample_efficiency,-7.1,-14.416666666666666,7.316666666666666
992001,B2_tagged_vs_committed_recombination,-0.5560529429954603,-1.4885514403510887,0.9324984973556284
992001,B3_priming_early_learning_auc,0.8408333333333334,0.5404166666666667,0.3004166666666668
992001,B4_dqu_after_priming,3.1030366130186025,2.9875928460148993,0.11544376700370318
992107,B1_delayed_priming_sample_efficiency,-6.116666666666666,-14.133333333333333,8.016666666666666
992107,B2_tagged_vs_committed_recombination,-0.565934564018608,-1.289045055601408,0.7231104915827999
992107,B3_priming_early_learning_auc,0.8554166666666666,0.5287499999999999,0.32666666666666666
992107,B4_dqu_after_priming,3.6852876818997466,3.60359630665112,0.08169137524862657
992219,B1_delayed_priming_sample_efficiency,-6.2,-14.233333333333333,8.033333333333331
992219,B2_tagged_vs_committed_recombination,-0.5576189159400683,-1.3100286613263208,0.7524097453862525
992219,B3_priming_early_learning_auc,0.85625,0.5279166666666666,0.32833333333333337
992219,B4_dqu_after_priming,3.5174051201207477,3.193546520835726,0.3238585992850216
